order_id,order_date,ship_date,ship_mode
CA-2019-126529,2019-01-11,2019-01-13,Second Class
CA-2017-163552,2017-07-11,2017-07-15,Standard Class
CA-2019-109820,2019-11-20,2019-11-22,First Class
CA-2019-113061,2019-04-22,2019-04-26,Standard Class
CA-2018-127418,2018-06-13,2018-06-14,First Class
CA-2020-121818,2020-11-20,2020-11-21,First Class
CA-2019-127670,2019-03-20,2019-03-24,Standard Class
CA-2019-102981,2019-09-06,2019-09-09,Second Class
CA-2020-115651,2020-07-09,2020-07-12,First Class
CA-2020-152702,2020-10-12,2020-10-16,Standard Class
CA-2019-169103,2019-03-08,2019-03-13,Standard Class
CA-2017-139192,2017-05-27,2017-06-01,Second Class
US-2018-153500,2018-07-03,2018-07-05,First Class
CA-2018-110667,2018-04-04,2018-04-08,Standard Class
CA-2020-167150,2020-12-10,2020-12-17,Standard Class
CA-2019-105284,2019-11-24,2019-12-01,Standard Class
US-2018-125374,2018-03-23,2018-03-29,Standard Class
CA-2018-161263,2018-04-16,2018-04-21,Standard Class
CA-2019-157686,2019-10-01,2019-10-02,First Class
US-2020-139955,2020-09-28,2020-09-30,Second Class
US-2018-150161,2018-07-25,2018-07-29,Standard Class
CA-2018-144652,2018-11-20,2018-11-26,Standard Class
CA-2019-152814,2019-04-28,2019-05-02,Standard Class
CA-2020-106943,2020-11-14,2020-11-19,Standard Class
CA-2019-134348,2019-11-12,2019-11-19,Standard Class
CA-2019-161781,2019-09-29,2019-09-30,First Class
CA-2020-132521,2020-09-23,2020-09-25,Second Class
CA-2018-110016,2018-11-29,2018-12-04,Standard Class
US-2019-143819,2019-03-01,2019-03-05,Standard Class
CA-2019-167584,2019-08-12,2019-08-12,Same Day
CA-2019-166163,2019-08-15,2019-08-20,Second Class
CA-2020-158407,2020-06-04,2020-06-10,Standard Class
CA-2018-143490,2018-12-06,2018-12-13,Standard Class
CA-2018-165085,2018-12-27,2018-12-31,Standard Class
CA-2020-160423,2020-01-21,2020-01-26,Standard Class
CA-2017-159338,2017-06-25,2017-06-28,First Class
CA-2019-107216,2019-06-14,2019-06-17,First Class
US-2020-145863,2020-04-21,2020-04-27,Standard Class
CA-2019-112340,2019-10-21,2019-10-27,Standard Class
US-2019-110156,2019-11-19,2019-11-24,Standard Class
CA-2020-140585,2020-12-18,2020-12-23,Second Class
CA-2019-144855,2019-07-22,2019-07-24,Second Class
CA-2018-142755,2018-09-04,2018-09-08,Standard Class
US-2017-147627,2017-01-20,2017-01-26,Standard Class
CA-2018-105970,2018-03-02,2018-03-07,Standard Class
CA-2019-112102,2019-04-12,2019-04-16,Standard Class
US-2019-114776,2019-12-06,2019-12-07,First Class
US-2019-134908,2019-06-05,2019-06-09,Standard Class
US-2019-148803,2019-12-11,2019-12-11,Same Day
CA-2019-152170,2019-11-12,2019-11-15,Second Class
CA-2017-146969,2017-09-29,2017-10-03,Standard Class
CA-2018-112452,2018-04-04,2018-04-04,Same Day
CA-2018-113971,2018-05-08,2018-05-14,Standard Class
CA-2019-160395,2019-12-31,2020-01-06,Standard Class
CA-2017-136567,2017-12-20,2017-12-21,First Class
CA-2019-149314,2019-07-02,2019-07-07,Second Class
CA-2020-147039,2020-06-29,2020-07-04,Standard Class
CA-2017-126522,2017-09-01,2017-09-05,Second Class
CA-2017-127964,2017-03-03,2017-03-08,Standard Class
CA-2017-117709,2017-05-04,2017-05-08,Standard Class
CA-2018-125416,2018-11-02,2018-11-02,Same Day
CA-2020-145226,2020-12-08,2020-12-10,Second Class
US-2017-100279,2017-03-10,2017-03-14,Standard Class
CA-2017-158064,2017-04-21,2017-04-25,Standard Class
US-2018-104430,2018-10-22,2018-10-26,Standard Class
CA-2018-132080,2018-08-22,2018-08-25,First Class
CA-2019-161207,2019-08-29,2019-09-03,Standard Class
CA-2017-120243,2017-12-27,2017-12-30,Second Class
CA-2019-113621,2019-12-01,2019-12-05,Standard Class
CA-2019-168081,2019-04-24,2019-04-27,Second Class
CA-2017-128146,2017-06-21,2017-06-25,Standard Class
CA-2020-138779,2020-01-14,2020-01-15,First Class
CA-2017-127131,2017-11-24,2017-11-30,Standard Class
CA-2020-117212,2020-02-26,2020-02-28,Second Class
US-2018-130519,2018-09-15,2018-09-15,Same Day
CA-2019-130946,2019-04-08,2019-04-12,Standard Class
CA-2019-114727,2019-07-18,2019-07-24,Standard Class
CA-2020-133235,2020-08-01,2020-08-04,First Class
CA-2019-137050,2019-07-14,2019-07-18,Second Class
US-2020-118087,2020-09-09,2020-09-13,Standard Class
CA-2017-110184,2017-07-12,2017-07-16,Standard Class
CA-2019-126004,2019-12-04,2019-12-05,First Class
CA-2020-100013,2020-11-06,2020-11-11,Standard Class
CA-2018-132570,2018-10-31,2018-11-02,Second Class
CA-2019-153682,2019-05-30,2019-06-01,First Class
CA-2019-144344,2019-10-28,2019-10-28,Same Day
CA-2017-127012,2017-08-11,2017-08-15,Standard Class
CA-2019-128727,2019-08-29,2019-09-04,Standard Class
US-2019-162859,2019-02-15,2019-02-22,Standard Class
CA-2020-133641,2020-05-14,2020-05-21,Standard Class
CA-2017-168494,2017-12-12,2017-12-14,Second Class
CA-2020-115602,2020-12-18,2020-12-24,Standard Class
CA-2018-154956,2018-07-04,2018-07-09,Standard Class
CA-2020-144638,2020-03-10,2020-03-14,Standard Class
US-2019-168620,2019-12-24,2019-12-28,Second Class
CA-2020-117079,2020-10-23,2020-10-27,Standard Class
US-2019-144393,2019-10-28,2019-11-04,Standard Class
CA-2020-105053,2020-07-07,2020-07-09,Second Class
CA-2019-155992,2019-10-01,2019-10-02,First Class
CA-2020-110380,2020-09-02,2020-09-07,Standard Class
US-2017-167738,2017-12-24,2017-12-29,Standard Class
CA-2020-121412,2020-09-23,2020-09-27,Standard Class
CA-2020-100426,2020-06-04,2020-06-08,Standard Class
US-2019-103646,2019-04-21,2019-04-26,Standard Class
CA-2019-119186,2019-05-26,2019-05-26,Same Day
CA-2019-148698,2019-05-02,2019-05-07,Standard Class
CA-2017-163293,2017-09-08,2017-09-11,First Class
CA-2019-160815,2019-09-05,2019-09-06,First Class
CA-2020-122154,2020-04-09,2020-04-11,First Class
US-2018-149692,2018-12-06,2018-12-12,Standard Class
CA-2019-119445,2019-06-26,2019-07-03,Standard Class
CA-2018-124268,2018-07-04,2018-07-08,Standard Class
CA-2019-154711,2019-11-22,2019-11-26,Standard Class
CA-2019-163384,2019-11-10,2019-11-12,First Class
CA-2018-101707,2018-08-27,2018-09-01,Standard Class
CA-2018-138898,2018-05-25,2018-05-29,Standard Class
CA-2020-115427,2020-12-30,2021-01-03,Standard Class
CA-2019-134425,2019-12-08,2019-12-12,Second Class
CA-2018-121391,2018-10-04,2018-10-07,First Class
CA-2019-137043,2019-12-23,2019-12-25,Second Class
CA-2018-115847,2018-09-19,2018-09-24,Second Class
US-2020-126179,2020-07-03,2020-07-07,Standard Class
CA-2019-101966,2019-07-14,2019-07-16,Second Class
CA-2019-141397,2019-06-20,2019-06-21,First Class
CA-2019-141082,2019-12-09,2019-12-13,Standard Class
US-2019-134488,2019-09-24,2019-10-01,Standard Class
CA-2019-145919,2019-12-18,2019-12-23,Standard Class
CA-2020-157651,2020-12-10,2020-12-14,Standard Class
CA-2017-160773,2017-07-01,2017-07-05,Standard Class
CA-2020-167703,2020-02-03,2020-02-08,Standard Class
CA-2020-121804,2020-03-03,2020-03-08,Standard Class
CA-2020-162635,2020-10-09,2020-10-10,First Class
CA-2017-107153,2017-09-28,2017-10-03,Standard Class
US-2017-117058,2017-05-27,2017-05-30,First Class
CA-2018-120439,2018-06-14,2018-06-18,Standard Class
CA-2019-128258,2019-03-30,2019-04-01,First Class
CA-2020-106033,2020-10-15,2020-10-18,Second Class
CA-2019-142762,2019-05-23,2019-05-27,Standard Class
CA-2020-127705,2020-06-02,2020-06-06,Standard Class
CA-2017-122567,2017-02-16,2017-02-21,Standard Class
CA-2017-121664,2017-05-06,2017-05-10,Standard Class
CA-2019-122133,2019-05-16,2019-05-23,Standard Class
US-2020-123281,2020-04-02,2020-04-07,Standard Class
CA-2020-100524,2020-03-31,2020-04-02,Second Class
CA-2020-113481,2020-01-02,2020-01-04,First Class
CA-2018-131758,2018-05-28,2018-06-01,Standard Class
CA-2017-118339,2017-03-17,2017-03-24,Standard Class
CA-2017-153976,2017-10-03,2017-10-08,Second Class
CA-2019-162901,2019-03-28,2019-03-31,First Class
CA-2020-162978,2020-05-04,2020-05-09,Standard Class
US-2017-160444,2017-07-05,2017-07-05,Same Day
CA-2019-145247,2019-05-05,2019-05-07,First Class
CA-2020-160045,2020-04-26,2020-04-27,First Class
US-2017-151925,2017-09-26,2017-10-01,Second Class
CA-2020-125199,2020-10-19,2020-10-25,Standard Class
US-2020-155425,2020-11-10,2020-11-11,First Class
CA-2020-133249,2020-07-08,2020-07-11,First Class
US-2018-103471,2018-12-24,2018-12-28,Standard Class
CA-2020-136672,2020-03-07,2020-03-12,Standard Class
US-2017-157021,2017-04-01,2017-04-06,Second Class
CA-2018-120362,2018-09-14,2018-09-19,Standard Class
CA-2017-126361,2017-08-04,2017-08-09,Second Class
US-2019-100566,2019-09-03,2019-09-09,Standard Class
US-2019-108504,2019-02-05,2019-02-05,Same Day
CA-2020-124828,2020-07-03,2020-07-04,First Class
US-2020-117247,2020-10-09,2020-10-14,Standard Class
CA-2019-124485,2019-11-24,2019-11-26,First Class
CA-2019-159212,2019-11-01,2019-11-05,Standard Class
US-2019-161396,2019-04-19,2019-04-25,Standard Class
US-2017-118486,2017-04-06,2017-04-08,First Class
CA-2019-130407,2019-09-02,2019-09-06,Standard Class
US-2019-122245,2019-09-25,2019-09-30,Standard Class
CA-2020-105144,2020-11-04,2020-11-11,Standard Class
CA-2019-136329,2019-07-09,2019-07-13,Standard Class
CA-2017-146640,2017-06-30,2017-07-05,Standard Class
CA-2020-115994,2020-01-28,2020-01-31,Second Class
CA-2018-126697,2018-09-21,2018-09-24,First Class
CA-2018-124800,2018-09-26,2018-09-30,Standard Class
US-2018-164448,2018-10-31,2018-11-04,Second Class
CA-2020-122700,2020-11-26,2020-11-30,Standard Class
CA-2017-120768,2017-12-19,2017-12-21,Second Class
US-2019-153129,2019-12-26,2019-12-30,Standard Class
CA-2020-106852,2020-06-20,2020-06-27,Standard Class
CA-2018-139731,2018-10-15,2018-10-15,Same Day
CA-2020-122735,2020-04-12,2020-04-15,Second Class
CA-2020-128160,2020-12-19,2020-12-24,Second Class
CA-2020-117695,2020-08-05,2020-08-08,First Class
CA-2018-166135,2018-10-01,2018-10-06,Standard Class
CA-2019-133725,2019-05-23,2019-05-28,Standard Class
CA-2020-102337,2020-06-13,2020-06-16,First Class
US-2017-112564,2017-04-23,2017-04-24,First Class
CA-2018-145821,2018-05-01,2018-05-07,Standard Class
US-2018-160150,2018-07-19,2018-07-20,First Class
CA-2019-133711,2019-11-26,2019-11-29,First Class
CA-2020-148474,2020-06-12,2020-06-19,Standard Class
CA-2018-111297,2018-08-17,2018-08-21,Standard Class
CA-2019-123722,2019-09-25,2019-10-01,Standard Class
CA-2017-155271,2017-05-04,2017-05-04,Same Day
CA-2018-119907,2018-12-01,2018-12-08,Standard Class
US-2019-128902,2019-03-11,2019-03-15,Standard Class
CA-2019-152289,2019-08-26,2019-08-28,First Class
US-2019-104794,2019-12-16,2019-12-19,First Class
CA-2017-151708,2017-08-08,2017-08-14,Standard Class
CA-2018-100769,2018-05-16,2018-05-16,Same Day
CA-2020-139199,2020-12-09,2020-12-13,Standard Class
US-2018-161466,2018-09-24,2018-09-27,Second Class
CA-2020-164959,2020-07-11,2020-07-15,Standard Class
US-2018-105676,2018-12-01,2018-12-02,Same Day
CA-2019-113138,2019-11-19,2019-11-25,Standard Class
US-2020-104955,2020-03-19,2020-03-24,Standard Class
CA-2019-121958,2019-11-13,2019-11-17,Standard Class
CA-2020-121468,2020-11-19,2020-11-20,First Class
US-2019-108455,2019-12-02,2019-12-08,Standard Class
CA-2020-101210,2020-08-25,2020-08-28,Second Class
US-2019-108098,2019-10-14,2019-10-18,Standard Class
CA-2017-119032,2017-11-27,2017-12-03,Standard Class
CA-2018-140410,2018-11-03,2018-11-07,Standard Class
CA-2017-136280,2017-11-29,2017-12-06,Standard Class
CA-2020-151911,2020-04-30,2020-05-05,Second Class
CA-2020-166436,2020-11-24,2020-11-28,Standard Class
CA-2020-139661,2020-10-30,2020-11-03,Standard Class
CA-2017-123925,2017-12-17,2017-12-19,Second Class
CA-2020-152485,2020-09-04,2020-09-08,Standard Class
CA-2019-141586,2019-10-17,2019-10-20,First Class
CA-2020-130386,2020-11-12,2020-11-18,Standard Class
CA-2019-100468,2019-11-24,2019-12-01,Standard Class
CA-2018-153388,2018-08-01,2018-08-07,Standard Class
CA-2020-154935,2020-12-24,2020-12-29,Standard Class
CA-2019-134208,2019-09-17,2019-09-23,Standard Class
CA-2020-108294,2020-12-10,2020-12-10,Same Day
CA-2020-103611,2020-09-12,2020-09-15,First Class
CA-2020-100384,2020-06-24,2020-07-01,Standard Class
CA-2020-112809,2020-08-18,2020-08-22,Standard Class
US-2020-160759,2020-12-11,2020-12-17,Standard Class
CA-2020-148446,2020-12-10,2020-12-14,Second Class
CA-2017-111059,2017-02-03,2017-02-06,Second Class
CA-2020-116204,2020-02-11,2020-02-14,Second Class
CA-2020-109946,2020-04-16,2020-04-21,Standard Class
CA-2018-144806,2018-12-06,2018-12-11,Standard Class
CA-2019-122392,2019-07-22,2019-07-27,Standard Class
CA-2018-148432,2018-11-07,2018-11-10,Second Class
CA-2018-103793,2018-03-26,2018-03-31,Standard Class
CA-2020-159884,2020-08-31,2020-09-05,Standard Class
CA-2019-139885,2019-12-04,2019-12-08,Standard Class
CA-2020-124086,2020-02-10,2020-02-14,Standard Class
CA-2019-112389,2019-10-29,2019-11-02,Standard Class
CA-2020-121888,2020-09-15,2020-09-17,Second Class
CA-2017-166884,2017-03-11,2017-03-16,Second Class
CA-2017-107181,2017-02-04,2017-02-08,Standard Class
CA-2017-150245,2017-12-31,2018-01-04,Second Class
CA-2018-111395,2018-11-23,2018-11-27,Standard Class
CA-2017-134278,2017-07-06,2017-07-08,First Class
US-2020-124926,2020-11-13,2020-11-18,Second Class
CA-2019-159345,2019-06-17,2019-06-22,Standard Class
CA-2017-130274,2017-05-03,2017-05-05,First Class
CA-2020-158386,2020-10-16,2020-10-21,Standard Class
CA-2018-111507,2018-02-06,2018-02-13,Standard Class
CA-2020-120761,2020-09-04,2020-09-08,Standard Class
CA-2019-109176,2019-05-09,2019-05-15,Standard Class
CA-2018-112116,2018-03-16,2018-03-18,Second Class
CA-2019-126809,2019-04-09,2019-04-13,Standard Class
CA-2017-105172,2017-04-04,2017-04-09,Standard Class
CA-2020-107293,2020-09-05,2020-09-06,First Class
US-2020-102890,2020-06-30,2020-06-30,Same Day
CA-2018-158554,2018-11-09,2018-11-09,Same Day
CA-2017-116239,2017-03-04,2017-03-04,Same Day
CA-2018-132101,2018-03-19,2018-03-25,Standard Class
CA-2018-129112,2018-11-29,2018-11-30,First Class
US-2020-152002,2020-06-11,2020-06-11,Same Day
CA-2020-165029,2020-11-26,2020-11-30,Standard Class
US-2017-157385,2017-11-23,2017-11-25,First Class
CA-2017-101602,2017-12-15,2017-12-18,First Class
CA-2019-109057,2019-04-22,2019-04-27,Standard Class
CA-2019-154403,2019-05-23,2019-05-27,Standard Class
CA-2019-102456,2019-02-27,2019-03-01,First Class
CA-2018-131338,2018-08-09,2018-08-12,First Class
CA-2019-109911,2019-05-12,2019-05-16,Standard Class
US-2019-132423,2019-04-15,2019-04-19,Standard Class
CA-2018-122826,2018-06-23,2018-06-25,Second Class
CA-2017-117317,2017-10-19,2017-10-19,Same Day
CA-2018-118423,2018-03-24,2018-03-27,First Class
CA-2020-149181,2020-05-08,2020-05-12,Standard Class
CA-2020-132234,2020-10-16,2020-10-18,First Class
CA-2020-158876,2020-11-19,2020-11-21,Second Class
CA-2019-164672,2019-05-08,2019-05-13,Second Class
US-2019-132857,2019-12-11,2019-12-17,Standard Class
CA-2020-116645,2020-11-30,2020-12-04,Standard Class
US-2019-115819,2019-04-19,2019-04-24,Second Class
CA-2017-156349,2017-05-26,2017-05-30,Standard Class
CA-2020-138380,2020-12-21,2020-12-25,Standard Class
US-2019-113509,2019-03-15,2019-03-19,Standard Class
CA-2018-130022,2018-08-10,2018-08-16,Standard Class
US-2019-118780,2019-09-10,2019-09-14,Second Class
CA-2020-108560,2020-07-08,2020-07-15,Standard Class
CA-2018-157084,2018-12-19,2018-12-24,Standard Class
CA-2018-164539,2018-11-16,2018-11-22,Standard Class
CA-2018-143119,2018-09-24,2018-09-30,Standard Class
CA-2020-101049,2020-06-21,2020-06-25,Second Class
CA-2019-106530,2019-05-08,2019-05-08,Same Day
CA-2017-168984,2017-11-26,2017-12-02,Standard Class
CA-2019-157266,2019-05-26,2019-06-01,Standard Class
US-2017-134712,2017-11-29,2017-12-04,Standard Class
CA-2018-111829,2018-03-19,2018-03-20,First Class
CA-2018-105221,2018-11-01,2018-11-03,First Class
CA-2018-120341,2018-09-26,2018-09-29,Second Class
CA-2017-135699,2017-08-29,2017-08-29,Same Day
US-2020-132444,2020-11-18,2020-11-21,First Class
CA-2017-127159,2017-05-12,2017-05-15,First Class
CA-2020-161809,2020-01-20,2020-01-26,Standard Class
CA-2020-127285,2020-10-30,2020-11-06,Standard Class
CA-2020-144526,2020-04-30,2020-05-06,Standard Class
CA-2019-128531,2019-11-24,2019-11-26,Second Class
US-2018-157154,2018-01-10,2018-01-15,Standard Class
CA-2020-159457,2020-10-19,2020-10-26,Standard Class
CA-2019-107615,2019-03-22,2019-03-25,First Class
CA-2020-111647,2020-07-03,2020-07-07,Standard Class
CA-2018-150560,2018-12-11,2018-12-12,First Class
CA-2018-143077,2018-09-17,2018-09-21,Standard Class
CA-2019-122728,2019-05-18,2019-05-24,Standard Class
CA-2017-122882,2017-09-07,2017-09-13,Standard Class
US-2019-101497,2019-09-29,2019-10-01,Second Class
CA-2019-147585,2019-11-07,2019-11-12,Standard Class
CA-2020-149489,2020-04-24,2020-04-27,First Class
CA-2020-143798,2020-12-10,2020-12-12,First Class
CA-2017-142839,2017-08-16,2017-08-20,Standard Class
CA-2020-129833,2020-12-09,2020-12-15,Standard Class
US-2019-154361,2019-03-14,2019-03-19,Standard Class
US-2019-158708,2019-06-26,2019-06-29,Second Class
CA-2018-156335,2018-09-25,2018-09-28,Second Class
CA-2018-148376,2018-12-27,2018-12-31,Standard Class
CA-2017-135657,2017-06-03,2017-06-07,Second Class
CA-2018-114069,2018-07-13,2018-07-15,Second Class
CA-2017-139857,2017-02-02,2017-02-06,Standard Class
CA-2019-106306,2019-03-08,2019-03-08,Same Day
CA-2018-100545,2018-11-22,2018-11-26,Standard Class
CA-2020-123491,2020-10-30,2020-11-05,Standard Class
CA-2018-145401,2018-01-30,2018-02-04,Standard Class
US-2020-124968,2020-09-08,2020-09-13,Second Class
CA-2020-104003,2020-10-07,2020-10-13,Standard Class
CA-2019-154788,2019-04-30,2019-05-04,Standard Class
CA-2019-169943,2019-05-19,2019-05-24,Standard Class
US-2018-123218,2018-12-20,2018-12-25,Standard Class
CA-2018-127453,2018-12-19,2018-12-20,First Class
US-2020-164056,2020-04-29,2020-05-04,Second Class
CA-2019-106894,2019-02-07,2019-02-07,Same Day
CA-2017-125136,2017-09-28,2017-10-03,Standard Class
US-2019-131149,2019-07-10,2019-07-14,Standard Class
CA-2020-101483,2020-07-29,2020-08-01,Second Class
CA-2018-130204,2018-09-03,2018-09-09,Standard Class
CA-2017-110527,2017-08-09,2017-08-16,Standard Class
CA-2020-152807,2020-10-30,2020-11-03,Standard Class
CA-2017-133270,2017-06-06,2017-06-09,First Class
CA-2019-155670,2019-08-13,2019-08-17,Second Class
US-2017-157406,2017-04-25,2017-04-29,Standard Class
CA-2018-139094,2018-11-22,2018-11-27,Standard Class
CA-2020-168837,2020-10-14,2020-10-17,First Class
CA-2020-116715,2020-12-02,2020-12-05,First Class
CA-2018-135622,2018-12-08,2018-12-11,Second Class
US-2018-107349,2018-07-13,2018-07-15,First Class
CA-2017-139017,2017-05-11,2017-05-17,Standard Class
CA-2017-141817,2017-01-05,2017-01-12,Standard Class
CA-2018-130785,2018-09-05,2018-09-09,Standard Class
CA-2019-110254,2019-08-04,2019-08-08,Standard Class
US-2017-158057,2017-03-22,2017-03-26,Standard Class
CA-2020-146024,2020-03-02,2020-03-08,Standard Class
CA-2019-129686,2019-11-27,2019-11-29,Second Class
CA-2017-118976,2017-04-28,2017-05-03,Standard Class
CA-2018-105347,2018-11-24,2018-11-28,Standard Class
CA-2019-124667,2019-11-11,2019-11-16,Standard Class
CA-2018-111094,2018-07-09,2018-07-13,Standard Class
CA-2020-166317,2020-09-22,2020-09-26,Standard Class
CA-2018-154326,2018-02-15,2018-02-19,Standard Class
CA-2017-102008,2017-09-30,2017-10-04,Standard Class
CA-2017-120474,2017-12-01,2017-12-03,First Class
CA-2017-104773,2017-12-08,2017-12-13,Standard Class
CA-2019-140774,2019-09-05,2019-09-10,Standard Class
US-2020-139465,2020-08-27,2020-08-30,First Class
CA-2019-100965,2019-07-07,2019-07-11,Standard Class
CA-2019-121034,2019-08-08,2019-08-10,Second Class
CA-2019-149461,2019-11-13,2019-11-19,Standard Class
CA-2020-158379,2020-09-22,2020-09-26,Second Class
US-2019-116729,2019-12-25,2019-12-28,First Class
CA-2019-164938,2019-02-11,2019-02-13,First Class
CA-2019-165484,2019-10-23,2019-10-29,Standard Class
CA-2017-132612,2017-06-09,2017-06-11,Second Class
US-2020-161193,2020-11-20,2020-11-26,Standard Class
CA-2018-131597,2018-09-14,2018-09-18,Standard Class
CA-2018-164833,2018-06-04,2018-06-04,Same Day
CA-2018-125423,2018-12-13,2018-12-15,Second Class
US-2017-130379,2017-05-25,2017-05-29,Standard Class
CA-2019-168956,2019-02-16,2019-02-20,Standard Class
